store,item,demand_mean,demand_std,demand_min,demand_max,n_days,dispersion_index,suggested_distribution,assigned_vehicle_type,lead_time_mean_days,lead_time_std_days,holding_cost_rate_annual,order_cost_fixed,target_service_level,unit_cost_placeholder
3,48,58.700985761226725,16.47205584270759,18,117,1826,4.622215797004481,Normal_approx,32 FT Single-Axle 7MT - HCV,6.43402524515763,5.331951270712372,0.2,50.0,0.95,10.0
3,49,33.25958378970427,10.157147622569735,11,68,1826,3.1018923291099707,Normal_approx,32 FT Multi-Axle 14MT - HCV,5.695535963687151,4.077062055526572,0.2,50.0,0.95,10.0
3,50,74.95837897042716,19.909890662500903,25,147,1826,5.2883180191120625,Normal_approx,19 FT OPEN BODY 8 MT,2.251028757122507,1.5640035530881744,0.2,50.0,0.95,10.0
4,1,22.93866374589266,7.348809626448035,4,54,1826,2.354322096702137,Normal_approx,40 FT 3XL Trailer 35MT,7.473354210273853,7.005713821113785,0.2,50.0,0.95,10.0
4,2,61.715224534501644,17.163227923210616,13,133,1826,4.773155975141837,Normal_approx,40 FT 3XL Trailer 35MT,7.473354210273853,7.005713821113785,0.2,50.0,0.95,10.0
4,3,38.54819277108434,11.3758759177708,9,80,1826,3.35711076431035,Normal_approx,32 FT Multi-Axle 14MT - HCV,5.695535963687151,4.077062055526572,0.2,50.0,0.95,10.0
4,4,23.086527929901425,7.432042016893025,6,54,1826,2.3925316404691253,Normal_approx,32 FT Single-Axle 7MT - HCV,6.43402524515763,5.331951270712372,0.2,50.0,0.95,10.0
4,5,19.525191675794087,6.621068124851542,4,49,1826,2.2452298467457785,Normal_approx,24 / 26 FT Taurus Open 21MT - HCV,7.100889423076923,8.006658957517667,0.2,50.0,0.95,10.0
4,6,61.27053669222344,16.89156967124068,22,113,1826,4.656808008580606,Normal_approx,40 FT 3XL Trailer 35MT,7.473354210273853,7.005713821113785,0.2,50.0,0.95,10.0
4,7,61.62541073384447,17.121288213951008,19,117,1826,4.756779818818912,Normal_approx,32 FT Multi-Axle 14MT - HCV,5.695535963687151,4.077062055526572,0.2,50.0,0.95,10.0
4,8,80.81982475355969,21.98978246348033,26,155,1826,5.9830683160432026,Normal_approx,32 FT Single-Axle 7MT - HCV,6.43402524515763,5.331951270712372,0.2,50.0,0.95,10.0
4,9,54.04381161007667,15.17710054196546,16,111,1826,4.262178665761978,Normal_approx,40 FT 3XL Trailer 35MT,7.473354210273853,7.005713821113785,0.2,50.0,0.95,10.0
4,10,77.04764512595838,20.800248350388312,26,154,1826,5.615360868337117,Normal_approx,40 FT 3XL Trailer 35MT,7.473354210273853,7.005713821113785,0.2,50.0,0.95,10.0
4,11,73.40087623220154,20.32430973871155,25,145,1826,5.627692577515372,Normal_approx,24 / 26 FT Taurus Open 21MT - HCV,7.100889423076923,8.006658957517667,0.2,50.0,0.95,10.0
4,12,73.10295728368017,19.882705970997375,24,150,1826,5.407742879608348,Normal_approx,40 FT Flat Bed Multi-Axle 27MT - Trailer,7.233716255868545,7.373434111835265,0.2,50.0,0.95,10.0
4,13,88.60460021905806,23.66821487279393,30,169,1826,6.322294710204595,Normal_approx,32 FT Multi-Axle 14MT - HCV,5.695535963687151,4.077062055526572,0.2,50.0,0.95,10.0
4,14,61.75684556407448,17.017509748611335,20,127,1826,4.689288052182299,Normal_approx,19 FT Open 7MT - MCV,17.961898148148148,10.080516945624474,0.2,50.0,0.95,10.0
4,15,92.6538882803943,24.40032851107405,36,180,1826,6.425807297439838,Normal_approx,32 FT Single-Axle 7MT - HCV,6.43402524515763,5.331951270712372,0.2,50.0,0.95,10.0
4,16,27.176889375684556,8.414725017089683,5,63,1826,2.605434203098581,Normal_approx,32 FT Multi-Axle 14MT - HCV,5.695535963687151,4.077062055526572,0.2,50.0,0.95,10.0
4,17,34.55202628696605,10.452123268667407,7,70,1826,3.1618082226520388,Normal_approx,40 FT 3XL Trailer 35MT,7.473354210273853,7.005713821113785,0.2,50.0,0.95,10.0
4,18,88.50164293537787,23.637334006675143,32,166,1826,6.313143354311398,Normal_approx,40 FT 3XL Trailer 35MT,7.473354210273853,7.005713821113785,0.2,50.0,0.95,10.0
4,19,42.43592552026287,12.375074446398365,11,89,1826,3.60879291959303,Normal_approx,32 FT Multi-Axle 14MT - HCV,5.695535963687151,4.077062055526572,0.2,50.0,0.95,10.0
4,20,50.02245345016429,14.01361528566214,18,96,1826,3.9258652830811642,Normal_approx,40 FT Flat Bed Multi-Axle 27MT - Trailer,7.233716255868545,7.373434111835265,0.2,50.0,0.95,10.0
4,21,42.29463307776561,12.13570498833603,11,93,1826,3.4821282240026576,Normal_approx,32 FT Multi-Axle 14MT - HCV,5.695535963687151,4.077062055526572,0.2,50.0,0.95,10.0
4,22,84.6341730558598,22.34292665002486,33,151,1826,5.898401948807458,Normal_approx,32 FT Single-Axle 7MT - HCV,6.43402524515763,5.331951270712372,0.2,50.0,0.95,10.0
4,23,30.737130339539977,9.346007060756731,7,64,1826,2.8417697753440296,Normal_approx,32 FT Multi-Axle 14MT - HCV,5.695535963687151,4.077062055526572,0.2,50.0,0.95,10.0
4,24,69.11938663745893,18.834447800568686,24,137,1826,5.132227602264324,Normal_approx,40 FT Flat Bed Multi-Axle 27MT - Trailer,7.233716255868545,7.373434111835265,0.2,50.0,0.95,10.0
4,25,85.02245345016429,22.64351586293122,31,156,1826,6.030510645465584,Normal_approx,32 FT Multi-Axle 14MT - HCV,5.695535963687151,4.077062055526572,0.2,50.0,0.95,10.0
4,26,49.90197152245345,14.326284931781363,13,99,1826,4.112912449846529,Normal_approx,19 FT Open 7MT - MCV,17.961898148148148,10.080516945624474,0.2,50.0,0.95,10.0
4,27,23.11171960569551,7.334109061519842,4,48,1826,2.3273541148799675,Normal_approx,32 FT Multi-Axle 14MT - HCV,5.695535963687151,4.077062055526572,0.2,50.0,0.95,10.0
4,28,92.552573932092,24.77253730101431,29,186,1826,6.630594679953642,Normal_approx,Tata 407 Open 2MT - Mini-LCV,0.6063767887205388,0.512597331579344,0.2,50.0,0.95,10.0
4,29,73.24370208105148,20.267019603339662,27,144,1826,5.608019146105093,Normal_approx,40 FT 3XL Trailer 35MT,7.473354210273853,7.005713821113785,0.2,50.0,0.95,10.0
4,30,42.48849945235487,12.17084453544732,9,95,1826,3.4863423894773007,Normal_approx,40 FT 3XL Trailer 35MT,7.473354210273853,7.005713821113785,0.2,50.0,0.95,10.0
4,31,61.30887185104053,16.625871838728198,14,116,1826,4.508639713179194,Normal_approx,40 FT 3XL Trailer 35MT,7.473354210273853,7.005713821113785,0.2,50.0,0.95,10.0
4,32,46.06297918948521,13.4015692680221,13,93,1826,3.8990543383392833,Normal_approx,40 FT 3XL Trailer 35MT,7.473354210273853,7.005713821113785,0.2,50.0,0.95,10.0
4,33,73.37842278203723,19.53755091643753,26,141,1826,5.202018268316223,Normal_approx,32 FT Single-Axle 7MT - HCV,6.43402524515763,5.331951270712372,0.2,50.0,0.95,10.0
4,34,27.001095290251918,8.602898454206038,5,58,1826,2.740994801055351,Normal_approx,32 FT Multi-Axle 14MT - HCV,5.695535963687151,4.077062055526572,0.2,50.0,0.95,10.0
4,35,68.97042716319825,19.151514165494337,25,143,1826,5.317938570443416,Normal_approx,40 FT 3XL Trailer 35MT,7.473354210273853,7.005713821113785,0.2,50.0,0.95,10.0
4,36,81.02683461117196,21.848741352470448,29,158,1826,5.891474114445202,Normal_approx,32 FT Single-Axle 7MT - HCV,6.43402524515763,5.331951270712372,0.2,50.0,0.95,10.0
4,37,30.736582694414018,9.373886674379879,7,65,1826,2.8588002855660943,Normal_approx,32 FT Multi-Axle 14MT - HCV,5.695535963687151,4.077062055526572,0.2,50.0,0.95,10.0
4,38,84.57447973713035,22.751238060615993,25,173,1826,6.12027215419658,Normal_approx,22 FT Closed Container,1.0978160612535612,1.0343863002918698,0.2,50.0,0.95,10.0
4,39,46.168127053669224,13.248052531878413,15,99,1826,3.801559800842327,Normal_approx,40 FT 3XL Trailer 35MT,7.473354210273853,7.005713821113785,0.2,50.0,0.95,10.0
4,40,30.555312157721797,9.45040155621639,8,62,1826,2.9228989418511677,Normal_approx,32 FT Multi-Axle 14MT - HCV,5.695535963687151,4.077062055526572,0.2,50.0,0.95,10.0
4,41,23.168127053669224,7.407193282598089,6,57,1826,2.368189374940295,Normal_approx,40 FT Flat Bed Multi-Axle 27MT - Trailer,7.233716255868545,7.373434111835265,0.2,50.0,0.95,10.0
4,42,38.539978094194964,11.126509910751025,12,83,1826,3.212228675674517,Normal_approx,32 FT Multi-Axle 14MT - HCV,5.695535963687151,4.077062055526572,0.2,50.0,0.95,10.0
4,43,54.01861993428258,15.189206097594358,15,108,1826,4.270971419778492,Normal_approx,24 FT SXL Container,4.247763558201059,4.668448832876775,0.2,50.0,0.95,10.0
4,44,30.95235487404162,9.280790438527216,7,71,1826,2.7827631052425743,Normal_approx,40 FT 3XL Trailer 35MT,7.473354210273853,7.005713821113785,0.2,50.0,0.95,10.0
4,45,84.68729463307777,22.829642413576522,30,169,1826,6.154318366053944,Normal_approx,32 FT Multi-Axle 14MT - HCV,5.695535963687151,4.077062055526572,0.2,50.0,0.95,10.0
4,46,61.42004381161008,17.072622101561816,21,119,1826,4.74559129779781,Normal_approx,32 FT Multi-Axle 14MT - HCV,5.695535963687151,4.077062055526572,0.2,50.0,0.95,10.0
4,47,23.1144578313253,7.480351552549359,4,53,1826,2.4208077800507644,Normal_approx,32 FT Single-Axle 7MT - HCV,6.43402524515763,5.331951270712372,0.2,50.0,0.95,10.0
4,48,53.76560788608981,15.28128374753698,9,103,1826,4.343252911182156,Normal_approx,40 FT 3XL Trailer 35MT,7.473354210273853,7.005713821113785,0.2,50.0,0.95,10.0
4,49,30.840635268346112,9.391007790553711,7,67,1826,2.8595723322456035,Normal_approx,32 FT Multi-Axle 14MT - HCV,5.695535963687151,4.077062055526572,0.2,50.0,0.95,10.0
4,50,68.92168674698796,18.84011751708134,23,142,1826,5.150048479812448,Normal_approx,32 FT Multi-Axle 14MT - HCV,5.695535963687151,4.077062055526572,0.2,50.0,0.95,10.0
5,1,16.739320920043813,5.772960910623246,3,40,1826,1.9909456204808065,Normal_approx,40 FT 3XL Trailer 35MT,7.473354210273853,7.005713821113785,0.2,50.0,0.95,10.0
5,2,44.48849945235487,12.644653610328955,9,87,1826,3.593901050684727,Normal_approx,40 FT Flat Bed Multi-Axle 27MT - Trailer,7.233716255868545,7.373434111835265,0.2,50.0,0.95,10.0
5,3,27.835706462212485,8.662269370743598,8,59,1826,2.69563521777987,Normal_approx,32 FT Single-Axle 7MT - HCV,6.43402524515763,5.331951270712372,0.2,50.0,0.95,10.0
5,4,16.776560788608982,5.7014699763632235,2,40,1826,1.9376295476151957,Normal_approx,32 FT Multi-Axle 14MT - HCV,5.695535963687151,4.077062055526572,0.2,50.0,0.95,10.0
5,5,14.086527929901424,5.157270627152052,2,33,1826,1.8881473457506177,Normal_approx,1.5 MT Vehicle (Closed Body),3.53250462962963,4.017850439709488,0.2,50.0,0.95,10.0
5,6,44.56462212486309,12.992956460450404,14,97,1826,3.7881375300380946,Normal_approx,32 FT Multi-Axle 14MT - HCV,5.695535963687151,4.077062055526572,0.2,50.0,0.95,10.0
5,7,44.53559693318729,12.855278457459367,13,98,1826,3.71069875782154,Normal_approx,30 FT Open SXL 30MT,11.785517526455026,15.634851228755624,0.2,50.0,0.95,10.0
5,8,58.565717415115,16.577697741741485,18,120,1826,4.692507401021156,Normal_approx,40 FT 3XL Trailer 35MT,7.473354210273853,7.005713821113785,0.2,50.0,0.95,10.0
5,9,38.83734939759036,11.438476112007995,10,84,1826,3.3688894271733014,Normal_approx,24 FT SXL Container,4.247763558201059,4.668448832876775,0.2,50.0,0.95,10.0
5,10,55.509857612267254,15.561707878292284,20,115,1826,4.362590042669955,Normal_approx,32 FT Single-Axle 7MT - HCV,6.43402524515763,5.331951270712372,0.2,50.0,0.95,10.0
5,11,52.9802847754655,15.140317042190254,15,109,1826,4.32668871278302,Normal_approx,40 FT 3XL Trailer 35MT,7.473354210273853,7.005713821113785,0.2,50.0,0.95,10.0
5,12,53.049288061336256,14.845460799253761,18,117,1826,4.15439517467916,Normal_approx,32 FT Single-Axle 7MT - HCV,6.43402524515763,5.331951270712372,0.2,50.0,0.95,10.0
5,13,64.3959474260679,17.61457568942069,24,127,1826,4.818211224775453,Normal_approx,32 FT Multi-Axle 14MT - HCV,5.695535963687151,4.077062055526572,0.2,50.0,0.95,10.0
5,14,44.91237677984666,12.997955166571627,13,87,1826,3.761698904076189,Normal_approx,40 FT 3XL Trailer 35MT,7.473354210273853,7.005713821113785,0.2,50.0,0.95,10.0
5,15,66.98740416210296,18.345074517868618,20,129,1826,5.02395582088469,Normal_approx,40 FT 3XL Trailer 35MT,7.473354210273853,7.005713821113785,0.2,50.0,0.95,10.0
5,16,19.38937568455641,6.252326860590423,4,44,1826,2.0161345990524517,Normal_approx,40 FT 3XL Trailer 35MT,7.473354210273853,7.005713821113785,0.2,50.0,0.95,10.0
5,17,25.06736035049288,8.038629838844864,4,54,1826,2.5778370272120195,Normal_approx,30 FT Open SXL 30MT,11.785517526455026,15.634851228755624,0.2,50.0,0.95,10.0
5,18,64.08050383351588,17.411587480621275,23,130,1826,4.73097682538452,Normal_approx,25 FT Open Body 21MT,12.354972222222223,9.370315807392997,0.2,50.0,0.95,10.0
5,19,30.704819277108435,9.383807025727268,8,66,1826,2.867818028870057,Normal_approx,40 FT Flat Bed Multi-Axle 27MT - Trailer,7.233716255868545,7.373434111835265,0.2,50.0,0.95,10.0
5,20,36.34775465498357,10.749709796505554,9,70,1826,3.179185669265097,Normal_approx,32 FT Multi-Axle 14MT - HCV,5.695535963687151,4.077062055526572,0.2,50.0,0.95,10.0
5,21,30.491785323110623,9.445108229576265,7,71,1826,2.9257083021896504,Normal_approx,32 FT Multi-Axle 14MT - HCV,5.695535963687151,4.077062055526572,0.2,50.0,0.95,10.0
5,22,61.38828039430449,16.899083369815234,20,121,1826,4.6520120274693575,Normal_approx,32 FT Multi-Axle MXL 18MT,6.487615878527337,3.6930577510741505,0.2,50.0,0.95,10.0
5,23,22.348849945235486,7.211968081470972,5,49,1826,2.327300229569287,Normal_approx,40 FT 3XL Trailer 35MT,7.473354210273853,7.005713821113785,0.2,50.0,0.95,10.0
5,24,50.14676889375684,14.286360310593269,16,110,1826,4.070054670052821,Normal_approx,40 FT Flat Bed Multi-Axle 27MT - Trailer,7.233716255868545,7.373434111835265,0.2,50.0,0.95,10.0
5,25,61.20043811610077,17.241279545204716,18,123,1826,4.85718288146846,Normal_approx,32 FT Multi-Axle 14MT - HCV,5.695535963687151,4.077062055526572,0.2,50.0,0.95,10.0
5,26,36.35596933187295,10.762049505230475,10,79,1826,3.185768710930551,Normal_approx,40 FT Flat Bed Multi-Axle 27MT - Trailer,7.233716255868545,7.373434111835265,0.2,50.0,0.95,10.0
5,27,16.763417305585982,5.848488683178539,3,44,1826,2.0404443350503216,Normal_approx,19 FT OPEN BODY 8 MT,2.251028757122507,1.5640035530881744,0.2,50.0,0.95,10.0
5,28,66.98083242059145,18.130762915813442,22,127,1826,4.907740797326645,Normal_approx,32 FT Single-Axle 7MT - HCV,6.43402524515763,5.331951270712372,0.2,50.0,0.95,10.0
5,29,52.775465498357065,14.883362796739075,16,99,1826,4.197300507870511,Normal_approx,32 FT Single-Axle 7MT - HCV,6.43402524515763,5.331951270712372,0.2,50.0,0.95,10.0
5,30,30.738773274917854,9.223507633740192,6,63,1826,2.7676150999519984,Normal_approx,24 / 26 FT Taurus Open 21MT - HCV,7.100889423076923,8.006658957517667,0.2,50.0,0.95,10.0
5,31,44.698247535596934,12.76872751712705,14,92,1826,3.6475792988706077,Normal_approx,32 FT Multi-Axle 14MT - HCV,5.695535963687151,4.077062055526572,0.2,50.0,0.95,10.0
5,32,33.25739320920044,10.064096641076056,8,70,1826,3.045519550007853,Normal_approx,32 FT Multi-Axle 14MT - HCV,5.695535963687151,4.077062055526572,0.2,50.0,0.95,10.0
5,33,53.15717415115005,15.192101246508834,15,121,1826,4.341839910976192,Normal_approx,40 FT Flat Bed Multi-Axle 27MT - Trailer,7.233716255868545,7.373434111835265,0.2,50.0,0.95,10.0
5,34,19.64841182913472,6.5748495641649205,2,49,1826,2.2001089537068887,Normal_approx,32 FT Single-Axle 7MT - HCV,6.43402524515763,5.331951270712372,0.2,50.0,0.95,10.0
5,35,50.1829134720701,14.265868970365329,13,103,1826,4.055464368223679,Normal_approx,40 FT Flat Bed Multi-Axle 27MT - Trailer,7.233716255868545,7.373434111835265,0.2,50.0,0.95,10.0
5,36,58.565717415115,16.308340817654,16,117,1826,4.541257103359898,Normal_approx,40 FT 3XL Trailer 35MT,7.473354210273853,7.005713821113785,0.2,50.0,0.95,10.0
5,37,22.289156626506024,7.061969351671529,4,47,1826,2.237474120696045,Normal_approx,32 FT Multi-Axle MXL 18MT,6.487615878527337,3.6930577510741505,0.2,50.0,0.95,10.0
5,38,61.34830230010953,16.76523604313369,22,118,1826,4.581596051460533,Normal_approx,40 FT 3XL Trailer 35MT,7.473354210273853,7.005713821113785,0.2,50.0,0.95,10.0
5,39,33.232201533406354,10.114184981278843,9,73,1826,3.0782413778001945,Normal_approx,15 FT Single-Axle 7.2MT (8.5 H) Container - HCV,0.7489849537037037,0.5893643380222833,0.2,50.0,0.95,10.0
5,40,22.109529025191677,7.212245833985543,5,51,1826,2.352672909068938,Normal_approx,24 / 26 FT Taurus Open 21MT - HCV,7.100889423076923,8.006658957517667,0.2,50.0,0.95,10.0
5,41,16.830777656078862,5.922361168138805,3,39,1826,2.0839418428898577,Normal_approx,40 FT 3XL Trailer 35MT,7.473354210273853,7.005713821113785,0.2,50.0,0.95,10.0
5,42,27.730558598028477,8.496685407891356,5,55,1826,2.6033973555010372,Normal_approx,40 FT 3XL Trailer 35MT,7.473354210273853,7.005713821113785,0.2,50.0,0.95,10.0
5,43,39.1631982475356,11.375565424387142,11,79,1826,3.3042114667602545,Normal_approx,32 FT Multi-Axle 14MT - HCV,5.695535963687151,4.077062055526572,0.2,50.0,0.95,10.0
5,44,22.41511500547645,7.405120140020437,4,63,1826,2.4463762186693594,Normal_approx,32 FT Single-Axle 7MT - HCV,6.43402524515763,5.331951270712372,0.2,50.0,0.95,10.0
5,45,61.427163198247534,17.085230547237412,18,118,1826,4.752052474084986,Normal_approx,32 FT Single-Axle 7MT - HCV,6.43402524515763,5.331951270712372,0.2,50.0,0.95,10.0
5,46,44.734939759036145,12.803118430992232,11,95,1826,3.6642463908739775,Normal_approx,40 FT 3XL Trailer 35MT,7.473354210273853,7.005713821113785,0.2,50.0,0.95,10.0
5,47,16.69934282584885,5.873084145157863,3,40,1826,2.065537412808419,Normal_approx,32 FT Single-Axle 7MT - HCV,6.43402524515763,5.331951270712372,0.2,50.0,0.95,10.0
5,48,39.28148959474261,11.462465592145742,8,79,1826,3.3447844979053407,Normal_approx,32 FT Multi-Axle 14MT - HCV,5.695535963687151,4.077062055526572,0.2,50.0,0.95,10.0
5,49,22.37185104052574,7.33557715066888,5,52,1826,2.4052856438181793,Normal_approx,32 FT Multi-Axle 14MT - HCV,5.695535963687151,4.077062055526572,0.2,50.0,0.95,10.0
5,50,50.31927710843374,14.29042905010363,12,104,1826,4.058412087200238,Normal_approx,32 FT Multi-Axle 14MT - HCV,5.695535963687151,4.077062055526572,0.2,50.0,0.95,10.0
6,1,16.717962760131435,5.626928933018663,2,37,1826,1.893910739695512,Normal_approx,32 FT Single-Axle 7MT - HCV,6.43402524515763,5.331951270712372,0.2,50.0,0.95,10.0
6,2,44.53395399780942,12.501975621457854,14,91,1826,3.50966802649535,Normal_approx,40 FT 3XL Trailer 35MT,7.473354210273853,7.005713821113785,0.2,50.0,0.95,10.0
6,3,27.81106243154436,8.462773163115427,8,61,1826,2.575181361252645,Normal_approx,32 FT Multi-Axle 14MT - HCV,5.695535963687151,4.077062055526572,0.2,50.0,0.95,10.0
6,4,16.754107338444687,5.856016421254839,0,39,1826,2.046837090945235,Normal_approx,32 FT Multi-Axle 14MT - HCV,5.695535963687151,4.077062055526572,0.2,50.0,0.95,10.0
6,5,13.893209200438116,5.187877111908688,2,36,1826,1.9372103694672147,Normal_approx,32 FT Multi-Axle 14MT - HCV,5.695535963687151,4.077062055526572,0.2,50.0,0.95,10.0
6,6,44.50383351588171,12.808183881300264,12,89,1826,3.6861897364112894,Normal_approx,40 FT 3XL Trailer 35MT,7.473354210273853,7.005713821113785,0.2,50.0,0.95,10.0
6,7,44.59912376779847,12.809297962819405,11,94,1826,3.678953764978614,Normal_approx,40 FT 3XL Trailer 35MT,7.473354210273853,7.005713821113785,0.2,50.0,0.95,10.0
6,8,58.3855421686747,16.349380254070606,18,114,1826,4.578226471203485,Normal_approx,22 FT Taurus Open 16MT - HCV,10.680205761316872,9.574067570473186,0.2,50.0,0.95,10.0
6,9,39.460021905805036,11.469735796102563,12,81,1826,3.333876487611459,Normal_approx,20 FT CLOSE 7MT-MCV ,4.930623346560847,4.133408767609656,0.2,50.0,0.95,10.0
6,10,55.56516976998905,15.601804335368005,14,115,1826,4.380735261436705,Normal_approx,32 FT Single-Axle 7MT - HCV,6.43402524515763,5.331951270712372,0.2,50.0,0.95,10.0
6,11,53.031763417305584,14.9833909456812,16,106,1826,4.233349784439956,Normal_approx,32 FT Multi-Axle 14MT - HCV,5.695535963687151,4.077062055526572,0.2,50.0,0.95,10.0
6,12,52.872398685651696,14.833491703107816,14,108,1826,4.161575445334958,Normal_approx,40 FT 3XL Trailer 35MT,7.473354210273853,7.005713821113785,0.2,50.0,0.95,10.0
6,13,64.32475355969332,17.957215837210533,20,121,1826,5.013025045248261,Normal_approx,32 FT Multi-Axle 14MT - HCV,5.695535963687151,4.077062055526572,0.2,50.0,0.95,10.0
6,14,44.61555312157722,12.781581746421852,12,93,1826,3.6617013689213893,Normal_approx,32 FT Multi-Axle 14MT - HCV,5.695535963687151,4.077062055526572,0.2,50.0,0.95,10.0
6,15,66.66867469879519,18.202792924235933,23,126,1826,4.969975355586326,Normal_approx,40 FT Flat Bed Multi-Axle 27MT - Trailer,7.233716255868545,7.373434111835265,0.2,50.0,0.95,10.0
6,16,19.617196056955095,6.464631701628875,2,45,1826,2.130348441049926,Normal_approx,32 FT Multi-Axle 14MT - HCV,5.695535963687151,4.077062055526572,0.2,50.0,0.95,10.0
6,17,25.058598028477547,7.719774643987141,5,55,1826,2.378222456269136,Normal_approx,32 FT Multi-Axle 14MT - HCV,5.695535963687151,4.077062055526572,0.2,50.0,0.95,10.0
6,18,63.72562979189485,17.677003721277227,18,129,1826,4.903466024305848,Normal_approx,32 FT Multi-Axle 14MT - HCV,5.695535963687151,4.077062055526572,0.2,50.0,0.95,10.0
6,19,30.484118291347208,9.331579596730068,5,61,1826,2.8565162009237355,Normal_approx,24 FT SXL Container,4.247763558201059,4.668448832876775,0.2,50.0,0.95,10.0
6,20,36.19660460021906,10.577526420542362,11,75,1826,3.0910099555745236,Normal_approx,17 FT Open 5MT - MCV,3.2839789094650205,3.0206402199696107,0.2,50.0,0.95,10.0
6,21,30.82420591456736,9.344387227461947,8,66,1826,2.8327598413650663,Normal_approx,19 FT Open 7MT - MCV,17.961898148148148,10.080516945624474,0.2,50.0,0.95,10.0
6,22,61.030668127053666,16.87508145222163,22,121,1826,4.665988145931543,Normal_approx,32 FT Multi-Axle 14MT - HCV,5.695535963687151,4.077062055526572,0.2,50.0,0.95,10.0
6,23,22.246440306681272,7.33455330972153,4,45,1826,2.4181698964661145,Normal_approx,19 FT Open 7MT - MCV,17.961898148148148,10.080516945624474,0.2,50.0,0.95,10.0
6,24,50.508214676889374,14.370791853948237,16,103,1826,4.0888330706331715,Normal_approx,32 FT Single-Axle 7MT - HCV,6.43402524515763,5.331951270712372,0.2,50.0,0.95,10.0
6,25,61.36418400876232,17.02894904428843,21,131,1826,4.725641027208384,Normal_approx,40 FT 3XL Trailer 35MT,7.473354210273853,7.005713821113785,0.2,50.0,0.95,10.0
6,26,36.157721796276014,10.44931868061912,11,76,1826,3.019777117162877,Normal_approx,32 FT Multi-Axle 14MT - HCV,5.695535963687151,4.077062055526572,0.2,50.0,0.95,10.0
6,27,16.809419496166484,5.9213881186654005,2,42,1826,2.0859041122668227,Normal_approx,32 FT Multi-Axle 14MT - HCV,5.695535963687151,4.077062055526572,0.2,50.0,0.95,10.0
6,28,66.460569550931,18.147186068258108,17,134,1826,4.955123984359052,Normal_approx,32 FT Single-Axle 7MT - HCV,6.43402524515763,5.331951270712372,0.2,50.0,0.95,10.0
6,29,53.251916757940855,14.727294914617136,20,106,1826,4.072965419968004,Normal_approx,40 FT 3XL Trailer 35MT,7.473354210273853,7.005713821113785,0.2,50.0,0.95,10.0
6,30,30.665936473165388,9.255882135638872,8,65,1826,2.7936976320226385,Normal_approx,40 FT 3XL Trailer 35MT,7.473354210273853,7.005713821113785,0.2,50.0,0.95,10.0
6,31,44.63088718510405,12.803792630819155,11,91,1826,3.673176046290523,Normal_approx,19 FT Open 7MT - MCV,17.961898148148148,10.080516945624474,0.2,50.0,0.95,10.0
6,32,33.443044906900326,9.955148091213022,9,75,1826,2.963395641571318,Normal_approx,32 FT Multi-Axle 14MT - HCV,5.695535963687151,4.077062055526572,0.2,50.0,0.95,10.0
6,33,52.67250821467689,14.814139116405205,15,112,1826,4.166475552403178,Normal_approx,32 FT Multi-Axle 14MT - HCV,5.695535963687151,4.077062055526572,0.2,50.0,0.95,10.0
6,34,19.657721796276014,6.563371841533242,3,49,1826,2.191395848240776,Normal_approx,32 FT Multi-Axle 14MT - HCV,5.695535963687151,4.077062055526572,0.2,50.0,0.95,10.0
6,35,49.97152245345016,14.142533131638606,16,101,1826,4.002504497752928,Normal_approx,32 FT Single-Axle 7MT - HCV,6.43402524515763,5.331951270712372,0.2,50.0,0.95,10.0
6,36,58.86199342825849,16.514322921582746,20,123,1826,4.633259012722876,Normal_approx,32 FT Multi-Axle 14MT - HCV,5.695535963687151,4.077062055526572,0.2,50.0,0.95,10.0
6,37,22.43209200438116,7.2085215708602846,4,50,1826,2.316448382407191,Normal_approx,19 FT Open 7MT - MCV,17.961898148148148,10.080516945624474,0.2,50.0,0.95,10.0
6,38,61.31818181818182,16.894485383214114,19,123,1826,4.654796145292793,Normal_approx,32 FT Multi-Axle 14MT - HCV,5.695535963687151,4.077062055526572,0.2,50.0,0.95,10.0
6,39,33.369660460021905,10.030405260649657,8,72,1826,3.0149851183952463,Normal_approx,32 FT Single-Axle 7MT - HCV,6.43402524515763,5.331951270712372,0.2,50.0,0.95,10.0
6,40,22.180175246440307,7.425823964942412,3,51,1826,2.4861328166089627,Normal_approx,22 FT Taurus Open 16MT - HCV,10.680205761316872,9.574067570473186,0.2,50.0,0.95,10.0
6,41,16.60733844468784,5.902563253963172,2,37,1826,2.0978829981140414,Normal_approx,40 FT 3XL Trailer 35MT,7.473354210273853,7.005713821113785,0.2,50.0,0.95,10.0
6,42,27.893209200438115,8.686635169736418,7,60,1826,2.7052330203337247,Normal_approx,19 FT Open 7MT - MCV,17.961898148148148,10.080516945624474,0.2,50.0,0.95,10.0
6,43,39.034501642935375,11.368035610514049,9,80,1826,3.3107181647675654,Normal_approx,40 FT Flat Bed Multi-Axle 27MT - Trailer,7.233716255868545,7.373434111835265,0.2,50.0,0.95,10.0
6,44,22.322562979189485,7.1889950297052865,4,51,1826,2.315220236372868,Normal_approx,22 FT Taurus Open 16MT - HCV,10.680205761316872,9.574067570473186,0.2,50.0,0.95,10.0
6,45,61.14293537787513,17.187853211177128,19,118,1826,4.831666915943847,Normal_approx,40 FT 3XL Trailer 35MT,7.473354210273853,7.005713821113785,0.2,50.0,0.95,10.0
