store,item,s,S,x_max_used,iterations,final_diff,converged,violations,n_states
9,34,32,694,1054,1059,9.913115769677461e-05,True,0,1055
9,35,85,1151,1690,1104,9.923847153459064e-05,True,0,1691
9,36,100,1253,1828,1111,9.998231200825103e-05,True,0,1829
9,37,36,744,1125,1065,9.92264392607467e-05,True,0,1126
9,38,105,1280,1864,1113,9.991547869958595e-05,True,0,1865
9,39,56,925,1378,1084,9.945851587644938e-05,True,0,1379
9,40,36,742,1122,1065,9.899931325207945e-05,True,0,1123
9,41,27,638,975,1051,9.996382618737698e-05,True,0,976
9,42,46,840,1259,1075,9.984675193663861e-05,True,0,1260
9,43,65,1006,1491,1092,9.905306376367662e-05,True,0,1492
9,44,36,745,1127,1065,9.943365665776582e-05,True,0,1128
9,45,105,1284,1869,1114,9.91777395711324e-05,True,0,1870
9,46,75,1082,1595,1098,9.962483693470858e-05,True,0,1596
9,47,27,636,971,1051,9.959835898598612e-05,True,0,972
9,48,65,1004,1488,1091,9.988683279971156e-05,True,0,1489
9,49,37,747,1129,1065,9.948915680979553e-05,True,0,1130
9,50,84,1149,1687,1104,9.90582568647369e-05,True,0,1688
10,1,29,661,1007,1054,9.991473859827238e-05,True,0,1008
10,2,79,1115,1640,1101,9.93256644505891e-05,True,0,1641
10,3,49,868,1299,1078,9.97865402609932e-05,True,0,1300
10,4,29,661,1007,1054,9.997833234365316e-05,True,0,1008
10,5,24,600,920,1046,9.97058757548075e-05,True,0,921
10,6,80,1115,1641,1101,9.937396202985838e-05,True,0,1642
10,7,80,1117,1643,1101,9.952048480954545e-05,True,0,1644
10,8,106,1293,1881,1114,9.978802586374513e-05,True,0,1882
10,9,70,1043,1541,1095,9.927588496339013e-05,True,0,1542
10,10,101,1260,1837,1112,9.945158444679691e-05,True,0,1838
10,11,96,1227,1792,1110,9.904985290631885e-05,True,0,1793
10,12,96,1226,1790,1109,9.992602770125814e-05,True,0,1791
10,13,117,1360,1971,1119,9.941408541180863e-05,True,0,1972
10,14,80,1120,1647,1101,9.974402587431541e-05,True,0,1648
10,15,122,1393,2016,1121,9.960961608612706e-05,True,0,2017
10,16,34,716,1085,1061,9.984074756630434e-05,True,0,1086
10,17,44,822,1234,1073,9.993156390919467e-05,True,0,1235
10,18,116,1360,1972,1119,9.942126303030818e-05,True,0,1973
10,19,54,915,1364,1083,9.951168749466888e-05,True,0,1365
10,20,64,997,1478,1091,9.921781884258962e-05,True,0,1479
10,21,54,914,1362,1083,9.936694885936959e-05,True,0,1363
10,22,111,1327,1928,1117,9.920243348915392e-05,True,0,1929
10,23,39,773,1165,1068,9.952922385991769e-05,True,0,1166
10,24,91,1193,1746,1107,9.949005379894515e-05,True,0,1747
10,25,111,1327,1927,1117,9.91850658920157e-05,True,0,1928
10,26,65,1001,1485,1091,9.965240610654291e-05,True,0,1486
10,27,29,660,1007,1054,9.992908206868378e-05,True,0,1008
10,28,122,1391,2013,1121,9.951409379027609e-05,True,0,2014
10,29,95,1226,1792,1109,9.997923257287766e-05,True,0,1793
10,30,55,917,1367,1083,9.969107173901648e-05,True,0,1368
10,31,80,1118,1645,1101,9.961979230865836e-05,True,0,1646
10,32,59,957,1423,1087,9.955116411219933e-05,True,0,1424
10,33,96,1228,1793,1110,9.91091213791151e-05,True,0,1794
10,34,34,717,1087,1062,9.900436225507292e-05,True,0,1088
10,35,90,1187,1738,1107,9.905179854285961e-05,True,0,1739
10,36,107,1296,1886,1115,9.903226543883648e-05,True,0,1887
10,37,39,768,1160,1068,9.9073218450485e-05,True,0,1161
10,38,111,1324,1923,1116,9.99595047233015e-05,True,0,1924
10,39,59,958,1424,1087,9.96079842252584e-05,True,0,1425
10,40,39,771,1163,1068,9.937322590758413e-05,True,0,1164
10,41,29,660,1006,1054,9.98070656805794e-05,True,0,1007
10,42,49,869,1301,1078,9.99193829898104e-05,True,0,1302
10,43,70,1043,1542,1095,9.931861893619498e-05,True,0,1543
10,44,39,770,1162,1068,9.929949248999037e-05,True,0,1163
10,45,112,1329,1929,1117,9.930175667705043e-05,True,0,1930
10,46,80,1119,1646,1101,9.970008068194147e-05,True,0,1647
10,47,29,661,1008,1054,9.996239350584801e-05,True,0,1009
10,48,70,1042,1540,1095,9.92096196341663e-05,True,0,1541
10,49,39,772,1164,1068,9.94047246649643e-05,True,0,1165
10,50,90,1190,1743,1107,9.928218150889734e-05,True,0,1744
